client_addr,request_type,request_result,initial_timestamp,final_timestamp
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:09.323206Z,2020-12-07T19:05:09.418031Z
127.0.0.1:58011,ReadOnlyEarlyRelease,Ok,2020-12-07T19:05:09.430035Z,2020-12-07T19:05:09.627103Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:09.629361Z,2020-12-07T19:05:09.678079Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:09.682739Z,2020-12-07T19:05:09.718296Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:09.719733Z,2020-12-07T19:05:09.721311Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:09.722716Z,2020-12-07T19:05:09.828638Z
127.0.0.1:58011,WriteOnly,Ok,2020-12-07T19:05:09.830409Z,2020-12-07T19:05:09.866973Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:09.868323Z,2020-12-07T19:05:09.909710Z
127.0.0.1:58011,WriteOnly,Ok,2020-12-07T19:05:09.911564Z,2020-12-07T19:05:09.947511Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:09.949623Z,2020-12-07T19:05:09.988196Z
127.0.0.1:58011,WriteOnlyEarlyRelease,Ok,2020-12-07T19:05:09.990489Z,2020-12-07T19:05:10.031263Z
127.0.0.1:58011,ReadOnlyEarlyRelease,Ok,2020-12-07T19:05:10.034527Z,2020-12-07T19:05:10.074616Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:10.076832Z,2020-12-07T19:05:10.113496Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:10.119497Z,2020-12-07T19:05:10.155528Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:10.157541Z,2020-12-07T19:05:10.159488Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:10.161248Z,2020-12-07T19:05:10.261648Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:10.264406Z,2020-12-07T19:05:10.302080Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:10.303766Z,2020-12-07T19:05:10.305718Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:10.307592Z,2020-12-07T19:05:15.471802Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:15.473779Z,2020-12-07T19:05:15.510093Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:15.512096Z,2020-12-07T19:05:15.519581Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:15.521160Z,2020-12-07T19:05:15.626320Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:15.628182Z,2020-12-07T19:05:16.187132Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:16.188603Z,2020-12-07T19:05:16.192073Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:16.194015Z,2020-12-07T19:05:16.312638Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:16.315895Z,2020-12-07T19:05:16.350007Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:16.351679Z,2020-12-07T19:05:16.353513Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:16.356730Z,2020-12-07T19:05:16.504155Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:16.506996Z,2020-12-07T19:05:16.558589Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:16.564592Z,2020-12-07T19:05:16.614268Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:16.616958Z,2020-12-07T19:05:16.618591Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:16.620143Z,2020-12-07T19:05:18.432173Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:18.433814Z,2020-12-07T19:05:18.473209Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:18.474688Z,2020-12-07T19:05:18.476102Z
127.0.0.1:58011,ReadOnlyEarlyRelease,Ok,2020-12-07T19:05:18.477713Z,2020-12-07T19:05:19.493090Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:19.498844Z,2020-12-07T19:05:19.543580Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:19.544864Z,2020-12-07T19:05:19.596470Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:19.598200Z,2020-12-07T19:05:19.600499Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:19.601733Z,2020-12-07T19:05:22.768183Z
127.0.0.1:58011,WriteOnly,Ok,2020-12-07T19:05:22.769674Z,2020-12-07T19:05:22.805997Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:22.808640Z,2020-12-07T19:05:22.964470Z
127.0.0.1:58011,WriteOnlyEarlyRelease,Ok,2020-12-07T19:05:22.966828Z,2020-12-07T19:05:23.107791Z
127.0.0.1:58011,ReadOnlyEarlyRelease,Ok,2020-12-07T19:05:23.109728Z,2020-12-07T19:05:23.145020Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:23.147033Z,2020-12-07T19:05:23.579838Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:23.587381Z,2020-12-07T19:05:23.753852Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:23.755432Z,2020-12-07T19:05:23.756903Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:23.758205Z,2020-12-07T19:05:24.785536Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:24.786747Z,2020-12-07T19:05:24.824969Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:24.826127Z,2020-12-07T19:05:24.827847Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:24.829048Z,2020-12-07T19:05:26.828108Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:26.831435Z,2020-12-07T19:05:27.151887Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:27.154060Z,2020-12-07T19:05:27.156430Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:27.157967Z,2020-12-07T19:05:27.546758Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:27.548966Z,2020-12-07T19:05:27.968129Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:27.970328Z,2020-12-07T19:05:27.971796Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:27.973204Z,2020-12-07T19:05:28.193093Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:28.196374Z,2020-12-07T19:05:28.237438Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:28.239166Z,2020-12-07T19:05:28.240859Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:28.243441Z,2020-12-07T19:05:28.354405Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:28.356473Z,2020-12-07T19:05:28.399167Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:28.403095Z,2020-12-07T19:05:28.444012Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:28.445489Z,2020-12-07T19:05:28.447326Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:28.449449Z,2020-12-07T19:05:29.707430Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:29.708673Z,2020-12-07T19:05:29.743428Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:29.745202Z,2020-12-07T19:05:29.747248Z
127.0.0.1:58011,WriteOnly,Ok,2020-12-07T19:05:29.749552Z,2020-12-07T19:05:31.152437Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:31.155121Z,2020-12-07T19:05:31.191363Z
127.0.0.1:58011,WriteOnlyEarlyRelease,Ok,2020-12-07T19:05:31.192762Z,2020-12-07T19:05:31.231987Z
127.0.0.1:58011,ReadOnlyEarlyRelease,Ok,2020-12-07T19:05:31.245592Z,2020-12-07T19:05:31.287529Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:31.289379Z,2020-12-07T19:05:31.327638Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:31.329161Z,2020-12-07T19:05:31.363964Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:31.365274Z,2020-12-07T19:05:31.366458Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:31.367852Z,2020-12-07T19:05:31.513144Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:31.514783Z,2020-12-07T19:05:31.557486Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:31.558904Z,2020-12-07T19:05:31.560365Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:31.561431Z,2020-12-07T19:05:33.034048Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:33.035628Z,2020-12-07T19:05:33.071980Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:33.073549Z,2020-12-07T19:05:33.075351Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:33.076624Z,2020-12-07T19:05:33.192351Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:33.194477Z,2020-12-07T19:05:33.620431Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:33.622301Z,2020-12-07T19:05:33.625371Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:33.627703Z,2020-12-07T19:05:33.732804Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:33.734773Z,2020-12-07T19:05:33.773145Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:33.774727Z,2020-12-07T19:05:33.776537Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:33.778259Z,2020-12-07T19:05:33.928754Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:33.930904Z,2020-12-07T19:05:33.988456Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:33.991409Z,2020-12-07T19:05:34.042253Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:34.043675Z,2020-12-07T19:05:34.045079Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:34.046569Z,2020-12-07T19:05:34.150509Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:34.151586Z,2020-12-07T19:05:34.190363Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:34.191677Z,2020-12-07T19:05:34.193129Z
127.0.0.1:58011,ReadOnlyEarlyRelease,Ok,2020-12-07T19:05:34.194610Z,2020-12-07T19:05:35.073464Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:35.077274Z,2020-12-07T19:05:35.120366Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:35.123775Z,2020-12-07T19:05:35.161563Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:35.164439Z,2020-12-07T19:05:35.166236Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:35.167959Z,2020-12-07T19:05:36.614270Z
127.0.0.1:58011,WriteOnly,Ok,2020-12-07T19:05:36.615974Z,2020-12-07T19:05:36.665327Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:36.666671Z,2020-12-07T19:05:36.719541Z
127.0.0.1:58011,WriteOnlyEarlyRelease,Ok,2020-12-07T19:05:36.721004Z,2020-12-07T19:05:36.770918Z
127.0.0.1:58011,ReadOnlyEarlyRelease,Ok,2020-12-07T19:05:36.772842Z,2020-12-07T19:05:36.834160Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:36.837505Z,2020-12-07T19:05:36.898341Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:36.899844Z,2020-12-07T19:05:36.973873Z
127.0.0.1:58011,BeginTx,Ok,2020-12-07T19:05:36.975429Z,2020-12-07T19:05:36.976872Z
127.0.0.1:58011,ReadOnly,Ok,2020-12-07T19:05:36.978226Z,2020-12-07T19:05:37.330789Z
127.0.0.1:58011,Commit,Ok,2020-12-07T19:05:37.333468Z,2020-12-07T19:05:37.377078Z
